ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (m),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,GPS NMEA,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.7183,7.4508,3.237,-1.0382,8.0406,5.5172,0.1262,0.1086,-0.2706,-0.0171,0.0122,-0.2847,0,16.88,-35.69,-10.31,236.13,-55.08,10.66,5,58.73,48.16345,11.558114,629.83,NaN,4.27,19,0,16 / 21,"$GNGSA,A,3,5,7,8,9,13,15,21,28,30,210,214,65,72,74,75,76,,,,,1.146,0.696,0.911*23::$GPGSV,6,3,22,28,45,139,27,30,70,61,35*4C::$GPGSA,A,3,5,7,8,9,13,15,21,28,30,,,,,,,,,,,,1.146,0.696,0.911*3F::$BDGSV,6,6,22,205,17,125,,207,8,39,,210,32,51,26,214,33,155,32*5D::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.146,0.696,0.911*2C::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.146,0.696,0.911*2A::$GPRMC,164805.00,A,4809.8185,N,01133.4707,E,1.263,236.162,121118,,E,A*1E::$GPGGA,164805.00,4809.8185,N,01133.4707,E,1,16,0.696,597.619,M,,M,0,*42::$GLGSV,6,5,22,75,86,86,34,76,42,215,20,82,6,324,21,83,8,11,*69::$BDGSA,A,3,210,214,,,,,,,,,,,,,,,,,,,1.146,0.696,0.911*25",29514,2018-11-12 17:48:03:470
-1.6472,8.0445,1.8962,-1.0337,8.0261,5.5392,0.9944,-1.9754,-1.9499,0.1845,-0.3018,-0.1784,0,16.69,-36.75,-9.69,234.37,-54.93,10.57,5,51.401,48.16345,11.558114,629.83,NaN,4.27,19,0,16 / 21,"$GNGSA,A,3,5,7,8,9,13,15,21,28,30,210,214,65,72,74,75,76,,,,,1.146,0.696,0.911*23::$GPGSV,6,3,22,28,45,139,27,30,70,61,35*4C::$GPGSA,A,3,5,7,8,9,13,15,21,28,30,,,,,,,,,,,,1.146,0.696,0.911*3F::$BDGSV,6,6,22,205,17,125,,207,8,39,,210,32,51,26,214,33,155,32*5D::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.146,0.696,0.911*2C::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.146,0.696,0.911*2A::$GPRMC,164805.00,A,4809.8185,N,01133.4707,E,1.263,236.162,121118,,E,A*1E::$GPGGA,164805.00,4809.8185,N,01133.4707,E,1,16,0.696,597.619,M,,M,0,*42::$GLGSV,6,5,22,75,86,86,34,76,42,215,20,82,6,324,21,83,8,11,*69::$BDGSA,A,3,210,214,,,,,,,,,,,,,,,,,,,1.146,0.696,0.911*25",30014,2018-11-12 17:48:03:970
-0.5746,6.2153,2.1931,-0.234,7.8558,5.8653,3.0583,1.4605,2.6958,0.2004,0.2749,-0.4972,0,17.19,-35.19,-13.37,238.73,-53.23,2.28,5,49.67,48.16345,11.558114,629.83,NaN,4.27,19,0,16 / 21,"$GNGSA,A,3,5,7,8,9,13,15,21,28,30,210,214,65,72,74,75,76,,,,,1.146,0.696,0.911*23::$GPGSV,6,3,22,28,45,139,25,30,70,61,37*4C::$GPGSA,A,3,5,7,8,9,13,15,21,28,30,,,,,,,,,,,,1.146,0.696,0.911*3F::$BDGSV,6,6,22,205,17,125,,207,8,39,,210,32,51,28,214,33,155,23*53::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.146,0.696,0.911*2C::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.146,0.696,0.911*2A::$GPRMC,164806.00,A,4809.8180,N,01133.4698,E,1.847,223.305,121118,,E,A*14::$GPGGA,164806.00,4809.8180,N,01133.4698,E,1,16,0.696,597.266,M,,M,0,*4F::$GLGSV,6,5,22,75,86,85,32,76,42,215,23,82,6,324,20,83,8,11,*6E::$BDGSA,A,3,210,214,,,,,,,,,,,,,,,,,,,1.146,0.696,0.911*25",30514,2018-11-12 17:48:04:470
-0.2873,6.2441,3.9456,-1.025,8.1024,5.4285,1.8193,-2.189,0.0925,-0.7428,0.0415,-0.0953,0,20.63,-34.5,-8.69,245.54,-55.71,10.69,5,49.883,48.16345,11.558114,629.83,NaN,4.27,19,0,16 / 21,"$GNGSA,A,3,5,7,8,9,13,15,21,28,30,210,214,65,72,74,75,76,,,,,1.146,0.696,0.911*23::$GPGSV,6,3,22,28,45,139,25,30,70,61,37*4C::$GPGSA,A,3,5,7,8,9,13,15,21,28,30,,,,,,,,,,,,1.146,0.696,0.911*3F::$BDGSV,6,6,22,205,17,125,,207,8,39,,210,32,51,28,214,33,155,23*53::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.146,0.696,0.911*2C::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.146,0.696,0.911*2A::$GPRMC,164806.00,A,4809.8180,N,01133.4698,E,1.847,223.305,121118,,E,A*14::$GPGGA,164807.00,4809.8177,N,01133.4692,E,1,16,0.696,597.002,M,,M,0,*4C::$GLGSV,6,5,22,75,86,85,32,76,42,215,23,82,6,324,20,83,8,11,*6E::$BDGSA,A,3,210,214,,,,,,,,,,,,,,,,,,,1.146,0.696,0.911*25",31014,2018-11-12 17:48:04:970
-1.3312,5.6503,4.2138,-0.8599,7.9533,5.6723,0.5853,-1.932,-1.5829,0.0953,-0.0574,-0.3286,0,20.13,-34.5,-11.56,244.23,-53.42,6.01,5,47.656,48.16345,11.558114,629.83,NaN,4.27,19,0,16 / 21,"$GNGSA,A,3,5,7,8,9,13,15,21,28,30,210,214,65,72,74,75,76,,,,,1.146,0.696,0.911*23::$GPGSV,6,3,22,28,45,139,26,30,70,61,37*4F::$GPGSA,A,3,5,7,8,9,13,15,21,28,30,,,,,,,,,,,,1.146,0.696,0.911*3F::$BDGSV,6,6,22,205,17,125,,207,8,39,,210,32,51,25,214,33,155,23*5E::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.146,0.696,0.911*2C::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.146,0.696,0.911*2A::$GPRMC,164807.00,A,4809.8177,N,01133.4692,E,0.000,223.305,121118,,E,A*1D::$GPGGA,164807.00,4809.8177,N,01133.4692,E,1,16,0.696,597.002,M,,M,0,*4C::$GLGSV,6,5,22,75,86,85,33,76,42,215,24,82,6,324,17,83,8,11,*6C::$BDGSA,A,3,210,214,,,,,,,,,,,,,,,,,,,1.146,0.696,0.911*25",31514,2018-11-12 17:48:05:470
0.0383,6.4643,6.5218,-1.0369,8.0064,5.567,0.0954,-2.8383,-0.3793,0.0305,0.4154,0.3629,0,21.94,-34.12,-7.87,252.31,-58.82,15.03,5,47.293,48.16345,11.558114,629.83,NaN,4.27,19,0,16 / 21,"$GNGSA,A,3,5,7,8,9,13,15,21,28,30,210,214,65,72,74,75,76,,,,,1.146,0.696,0.911*23::$GPGSV,6,3,22,28,45,139,26,30,70,61,37*4F::$GPGSA,A,3,5,7,8,9,13,15,21,28,30,,,,,,,,,,,,1.146,0.696,0.911*3F::$BDGSV,6,6,22,205,17,125,,207,8,39,,210,32,51,25,214,33,155,23*5E::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.146,0.696,0.911*2C::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.146,0.696,0.911*2A::$GPRMC,164807.00,A,4809.8177,N,01133.4692,E,0.000,223.305,121118,,E,A*1D::$GPGGA,164807.00,4809.8177,N,01133.4692,E,1,16,0.696,597.002,M,,M,0,*4C::$GLGSV,6,5,22,75,86,85,33,76,42,215,24,82,6,324,17,83,8,11,*6C::$BDGSA,A,3,210,214,,,,,,,,,,,,,,,,,,,1.146,0.696,0.911*25",32014,2018-11-12 17:48:05:970
-0.3639,7.4316,4.865,-0.5507,8.3311,5.1438,1.6099,-1.5939,-1.8782,-0.5644,-0.2761,-0.7343,0,22.19,-34.87,-9,250.61,-57.45,15.25,5,43.657,48.16345,11.558114,629.83,NaN,4.27,19,0,16 / 21,"$GNGSA,A,3,5,7,8,9,13,15,21,28,30,210,214,65,72,74,75,76,,,,,1.146,0.696,0.911*23::$GPGSV,6,3,22,28,45,139,23,30,69,61,36*43::$GPGSA,A,3,5,7,8,9,13,15,21,28,30,,,,,,,,,,,,1.146,0.696,0.911*3F::$BDGSV,6,6,22,205,17,125,,207,8,39,,210,32,51,28,214,33,155,23*53::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.146,0.696,0.911*2C::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.146,0.696,0.911*2A::$GPRMC,164808.00,A,4809.8174,N,01133.4688,E,1.303,223.305,121118,,E,A*1B::$GPGGA,164808.00,4809.8174,N,01133.4688,E,1,16,0.696,596.726,M,,M,0,*4B::$GLGSV,6,5,22,75,86,85,33,76,42,215,22,82,6,324,17,83,8,11,*6A::$BDGSA,A,3,210,214,,,,,,,,,,,,,,,,,,,1.146,0.696,0.911*25",32514,2018-11-12 17:48:06:470
-2.2027,11.2336,7.2496,-1.2003,8.1892,5.2598,-1.2512,0.1268,2.301,-0.0977,-0.1955,0.4862,0,23.38,-33.5,-9.75,254.14,-56.62,12.85,5,42.093,48.16345,11.558114,629.83,NaN,4.27,19,0,16 / 21,"$GNGSA,A,3,5,7,8,9,13,15,21,28,30,210,214,65,72,74,75,76,,,,,1.146,0.696,0.911*23::$GPGSV,6,3,22,28,45,139,23,30,69,61,36*43::$GPGSA,A,3,5,7,8,9,13,15,21,28,30,,,,,,,,,,,,1.146,0.696,0.911*3F::$BDGSV,6,6,22,205,17,125,,207,8,39,,210,32,51,28,214,33,155,23*53::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.146,0.696,0.911*2C::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.146,0.696,0.911*2A::$GPRMC,164808.00,A,4809.8174,N,01133.4688,E,1.303,223.305,121118,,E,A*1B::$GPGGA,164808.00,4809.8174,N,01133.4688,E,1,16,0.696,596.726,M,,M,0,*4B::$GLGSV,6,5,22,75,86,85,33,76,42,215,22,82,6,324,17,83,8,11,*6A::$BDGSA,A,3,210,214,,,,,,,,,,,,,,,,,,,1.146,0.696,0.911*25",33014,2018-11-12 17:48:06:970
-0.6512,10.1035,5.047,-0.1968,7.9941,5.6767,0.3243,1.479,7.3955,0.7282,-0.1527,0.0171,0,20.63,-34.12,-14.31,249.43,-54.6,1.99,5,41.834,48.16345,11.558114,629.83,NaN,4.27,19,0,16 / 21,"$GNGSA,A,3,5,7,8,9,13,15,21,28,30,210,214,65,72,74,75,76,,,,,1.146,0.696,0.911*23::$GPGSV,6,3,22,28,45,139,25,30,69,61,37*44::$GPGSA,A,3,5,7,8,9,13,15,21,28,30,,,,,,,,,,,,1.146,0.696,0.911*3F::$BDGSV,6,6,22,205,17,125,,207,8,39,,210,32,51,28,214,33,155,23*53::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.146,0.696,0.911*2C::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.146,0.696,0.911*2A::$GPRMC,164809.00,A,4809.8172,N,01133.4678,E,1.686,223.305,121118,,E,A*1B::$GPGGA,164809.00,4809.8172,N,01133.4678,E,1,16,0.696,596.094,M,,M,0,*4D::$GLGSV,6,5,22,75,86,85,34,76,42,215,29,82,6,324,17,83,8,11,*66::$BDGSA,A,3,210,214,,,,,,,,,,,,,,,,,,,1.146,0.696,0.911*25",33514,2018-11-12 17:48:07:470
-1.5323,9.4236,4.3958,-1.2034,8.4733,4.7878,-0.8363,1.7255,1.9394,0.2187,0.766,0.1967,0,24.75,-34,-10.69,263.04,-59.77,14.11,5,42.824,48.16345,11.558114,629.83,NaN,4.27,19,0,16 / 21,"$GNGSA,A,3,5,7,8,9,13,15,21,28,30,210,214,65,72,74,75,76,,,,,1.146,0.696,0.911*23::$GPGSV,6,3,22,28,45,139,24,30,69,61,36*44::$GPGSA,A,3,5,7,8,9,13,15,21,28,30,,,,,,,,,,,,1.146,0.696,0.911*3F::$BDGSV,6,6,22,205,17,125,,207,8,39,,210,32,51,23,214,33,155,25*5E::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.146,0.696,0.911*2C::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.146,0.696,0.911*2A::$GPRMC,164810.00,A,4809.8169,N,01133.4669,E,1.979,249.119,121118,,E,A*15::$GPGGA,164810.00,4809.8169,N,01133.4669,E,1,16,0.696,595.815,M,,M,0,*4D::$GLGSV,6,5,22,75,86,85,33,76,42,215,30,82,6,324,17,83,8,11,*69::$BDGSA,A,3,210,214,,,,,,,,,,,,,,,,,,,1.146,0.696,0.911*25",34015,2018-11-12 17:48:07:971
-0.1724,7.7476,4.2329,-0.456,8.2369,5.3023,-0.4854,0.5497,-0.2322,0.0782,-0.4068,-0.1454,1,19.75,-35.31,-12.37,248.32,-57.13,4.92,5,39.044,48.16345,11.558114,629.83,NaN,4.27,19,0,16 / 21,"$GNGSA,A,3,5,7,8,9,13,15,21,28,30,210,214,65,72,74,75,76,,,,,1.146,0.696,0.911*23::$GPGSV,6,3,22,28,45,139,24,30,69,61,36*44::$GPGSA,A,3,5,7,8,9,13,15,21,28,30,,,,,,,,,,,,1.146,0.696,0.911*3F::$BDGSV,6,6,22,205,17,125,,207,8,39,,210,32,51,23,214,33,155,25*5E::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.146,0.696,0.911*2C::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.146,0.696,0.911*2A::$GPRMC,164810.00,A,4809.8169,N,01133.4669,E,1.979,249.119,121118,,E,A*15::$GPGGA,164810.00,4809.8169,N,01133.4669,E,1,16,0.696,595.815,M,,M,0,*4D::$GLGSV,6,5,22,75,86,85,33,76,42,215,30,82,6,324,17,83,8,11,*69::$BDGSA,A,3,210,214,,,,,,,,,,,,,,,,,,,1.146,0.696,0.911*25",34514,2018-11-12 17:48:08:470
-1.8579,-1.8579,0.9768,-1.2232,9.7282,-0.1901,1.3997,-15.7298,-5.939,2.5278,-0.4325,-0.6548,1,23.81,-32.19,11,341.25,-82.75,98.83,5,42.469,48.16345,11.558114,629.83,NaN,4.27,19,0,16 / 21,"$GNGSA,A,3,5,7,8,9,13,15,21,28,30,210,214,65,72,74,75,76,,,,,1.146,0.696,0.911*23::$GPGSV,6,3,22,28,45,139,25,30,69,61,36*45::$GPGSA,A,3,5,7,8,9,13,15,21,28,30,,,,,,,,,,,,1.146,0.696,0.911*3F::$BDGSV,6,6,22,205,17,125,,207,8,39,,210,32,51,22,214,33,155,24*5E::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.146,0.696,0.911*2C::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.146,0.696,0.911*2A::$GPRMC,164811.00,A,4809.8167,N,01133.4661,E,0.952,273.229,121118,,E,A*13::$GPGGA,164811.00,4809.8167,N,01133.4661,E,1,16,0.696,595.607,M,,M,0,*47::$GLGSV,6,5,22,75,86,85,33,76,42,215,29,82,6,324,16,83,8,11,*60::$BDGSA,A,3,210,214,,,,,,,,,,,,,,,,,,,1.146,0.696,0.911*25",35014,2018-11-12 17:48:08:970
0.1532,-10.4674,-7.4029,-1.7208,9.6481,0.3482,0.24,-16.3069,4.1333,4.9773,-0.1197,-1.2865,0,22.44,-31.87,14.56,303.37,-79.69,78.56,5,53.581,48.16345,11.558114,629.83,NaN,4.27,19,0,16 / 21,"$GNGSA,A,3,5,7,8,9,13,15,21,28,30,210,214,65,72,74,75,76,,,,,1.146,0.696,0.911*23::$GPGSV,6,3,22,28,45,139,25,30,69,61,36*45::$GPGSA,A,3,5,7,8,9,13,15,21,28,30,,,,,,,,,,,,1.146,0.696,0.911*3F::$BDGSV,6,6,22,205,17,125,,207,8,39,,210,32,51,22,214,33,155,24*5E::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.146,0.696,0.911*2C::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.146,0.696,0.911*2A::$GPRMC,164811.00,A,4809.8167,N,01133.4661,E,0.952,273.229,121118,,E,A*13::$GPGGA,164811.00,4809.8167,N,01133.4661,E,1,16,0.696,595.607,M,,M,0,*47::$GLGSV,6,5,22,75,86,85,33,76,42,215,29,82,6,324,16,83,8,11,*60::$BDGSA,A,3,210,214,,,,,,,,,,,,,,,,,,,1.146,0.696,0.911*25",35515,2018-11-12 17:48:09:471
0.4118,-6.3303,-3.0454,-1.2952,9.509,2.0177,2.8544,-4.3605,11.0054,5.3365,0.1576,-2.0659,1,16.31,-37.44,-4.62,230.52,-59,11.78,5,63.06,48.16345,11.558114,629.83,NaN,4.27,19,0,16 / 21,"$GNGSA,A,3,5,7,8,9,13,15,21,28,30,210,214,65,72,74,75,76,,,,,1.146,0.696,0.911*23::$GPGSV,6,3,22,28,45,139,25,30,69,61,36*45::$GPGSA,A,3,5,7,8,9,13,15,21,28,30,,,,,,,,,,,,1.146,0.696,0.911*3F::$BDGSV,6,6,22,205,17,125,,207,8,39,,210,32,51,22,214,33,155,24*5E::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.146,0.696,0.911*2C::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.146,0.696,0.911*2A::$GPRMC,164811.00,A,4809.8167,N,01133.4661,E,0.952,273.229,121118,,E,A*13::$GPGGA,164811.00,4809.8167,N,01133.4661,E,1,16,0.696,595.607,M,,M,0,*47::$GLGSV,6,5,22,75,86,85,33,76,42,215,29,82,6,324,16,83,8,11,*60::$BDGSA,A,3,210,214,,,,,,,,,,,,,,,,,,,1.146,0.696,0.911*25",36014,2018-11-12 17:48:09:970
6.6176,19.6899,10.5249,-1.0441,8.5447,4.6976,4.4077,23.6504,16.7103,-1.2388,-0.2248,1.405,1,17.19,-34.94,-14.12,116.05,-65.22,128.59,5,64.123,48.16345,11.558114,629.83,NaN,4.27,19,0,16 / 21,"$GNGSA,A,3,5,7,8,9,13,15,21,28,30,210,214,65,72,74,75,76,,,,,1.146,0.696,0.911*23::$GPGSV,6,3,22,28,45,139,21,30,69,61,35*42::$GPGSA,A,3,5,7,8,9,13,15,21,28,30,,,,,,,,,,,,1.146,0.696,0.911*3F::$BDGSV,6,6,22,205,17,125,,207,8,39,,210,32,51,25,214,33,155,24*59::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.146,0.696,0.911*2C::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.146,0.696,0.911*2A::$GPRMC,164812.00,A,4809.8166,N,01133.4653,E,1.528,280.350,121118,,E,A*13::$GPGGA,164812.00,4809.8166,N,01133.4653,E,1,16,0.696,594.636,M,,M,0,*47::$GLGSV,6,5,22,75,86,85,34,76,42,215,28,82,6,324,17,83,8,11,*67::$BDGSA,A,3,210,214,,,,,,,,,,,,,,,,,,,1.146,0.696,0.911*25",36514,2018-11-12 17:48:10:470
5.2577,30.1574,16.9509,-2.7752,9.3937,0.4745,4.5208,-3.7059,6.4391,-5.5845,0.1283,1.3952,0,20.69,-35,7.5,97.68,-58.4,138.7,5,50.391,48.16345,11.558114,629.83,NaN,4.27,19,0,16 / 21,"$GNGSA,A,3,5,7,8,9,13,15,21,28,30,210,214,65,72,74,75,76,,,,,1.146,0.696,0.911*23::$GPGSV,6,2,22,9,5,109,17,13,48,294,32,15,12,294,28,21,6,328,16*46::$GPGSA,A,3,5,7,8,9,13,15,21,28,30,,,,,,,,,,,,1.146,0.696,0.911*3F::$BDGSV,6,6,22,205,17,125,,207,8,39,,210,32,51,25,214,33,155,24*59::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.146,0.696,0.911*2C::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.146,0.696,0.911*2A::$GPRMC,164812.00,A,4809.8166,N,01133.4653,E,1.528,280.350,121118,,E,A*13::$GPGGA,164813.00,4809.8163,N,01133.4645,E,1,16,0.696,593.781,M,,M,0,*4E::$GLGSV,6,5,22,75,86,85,34,76,42,215,28,82,6,324,17,83,8,11,*67::$BDGSA,A,3,210,214,,,,,,,,,,,,,,,,,,,1.146,0.696,0.911*25",37015,2018-11-12 17:48:10:971
0.1628,3.5626,6.043,-3.9657,8.4065,-3.1263,0.6412,-12.6625,-0.198,-2.3408,0.2639,0.8015,1,17.13,-36.31,-3.44,123.99,-59.01,128.25,5,55.795,48.16345,11.558114,629.83,NaN,4.27,19,0,16 / 21,"$GNGSA,A,3,5,7,8,9,13,15,21,28,30,210,214,65,72,74,75,76,,,,,1.146,0.696,0.911*23::$GPGSV,6,3,22,28,45,139,23,30,69,61,35*40::$GPGSA,A,3,5,7,8,9,13,15,21,28,30,,,,,,,,,,,,1.146,0.696,0.911*3F::$BDGSV,6,6,22,205,17,125,,207,8,39,,210,32,51,24,214,33,155,29*55::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.146,0.696,0.911*2C::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.146,0.696,0.911*2A::$GPRMC,164813.00,A,4809.8163,N,01133.4645,E,1.639,246.376,121118,,E,A*1D::$GPGGA,164813.00,4809.8163,N,01133.4645,E,1,16,0.696,593.781,M,,M,0,*4E::$GLGSV,6,5,22,75,86,84,34,76,42,215,24,82,6,324,17,83,8,11,*6A::$BDGSA,A,3,210,214,,,,,,,,,,,,,,,,,,,1.146,0.696,0.911*25",37514,2018-11-12 17:48:11:470
-2.5666,-5.9089,-4.051,-3.8605,8.3414,-3.4185,3.2231,-15.5493,-2.132,-4.4495,-0.8796,0.6426,1,21.81,-31.69,14.88,30.74,-58.28,131.53,5,57.976,48.16345,11.558114,629.83,NaN,4.27,19,0,16 / 21,"$GNGSA,A,3,5,7,8,9,13,15,21,28,30,210,214,65,72,74,75,76,,,,,1.146,0.696,0.911*23::$GPGSV,6,3,22,28,45,139,23,30,69,61,35*40::$GPGSA,A,3,5,7,8,9,13,15,21,28,30,,,,,,,,,,,,1.146,0.696,0.911*3F::$BDGSV,6,6,22,205,17,125,,207,8,39,,210,32,51,24,214,33,155,29*55::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.146,0.696,0.911*2C::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.146,0.696,0.911*2A::$GPRMC,164813.00,A,4809.8163,N,01133.4645,E,1.639,246.376,121118,,E,A*1D::$GPGGA,164813.00,4809.8163,N,01133.4645,E,1,16,0.696,593.781,M,,M,0,*4E::$GLGSV,6,5,22,75,86,84,34,76,42,215,24,82,6,324,17,83,8,11,*6A::$BDGSA,A,3,210,214,,,,,,,,,,,,,,,,,,,1.146,0.696,0.911*25",38015,2018-11-12 17:48:11:971
-2.3559,-4.9799,-3.4572,-2.788,9.3138,-1.2841,1.9839,-12.4127,-0.6281,0.0831,-0.2822,0.0501,1,26.13,-29.69,13.5,354.35,-71.76,114.73,5,49.676,48.16345,11.558114,629.83,NaN,4.27,19,0,16 / 21,"$GNGSA,A,3,5,7,8,9,13,15,21,28,30,210,214,65,72,74,75,76,,,,,1.146,0.696,0.911*23::$GPGSV,6,3,22,28,45,139,24,30,69,61,35*47::$GPGSA,A,3,5,7,8,9,13,15,21,28,30,,,,,,,,,,,,1.146,0.696,0.911*3F::$BDGSV,6,6,22,205,17,125,,207,8,39,,210,32,51,26,214,33,155,31*5E::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.146,0.696,0.911*2C::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.146,0.696,0.911*2A::$GPRMC,164814.00,A,4809.8160,N,01133.4636,E,1.677,260.962,121118,,E,A*1C::$GPGGA,164814.00,4809.8160,N,01133.4636,E,1,16,0.696,593.655,M,,M,0,*46::$GLGSV,6,5,22,75,86,84,33,76,42,215,25,82,6,324,17,83,8,11,*6C::$BDGSA,A,3,210,214,,,,,,,,,,,,,,,,,,,1.146,0.696,0.911*25",38515,2018-11-12 17:48:12:471
0.3543,10.6015,12.6031,-4.1172,8.7684,-1.5277,2.3324,-14.2601,-0.5414,3.8375,0.022,-1.1924,1,22.44,-34.81,3.31,254.93,-70.73,23.84,5,58.755,48.16345,11.558114,629.83,NaN,4.27,19,0,16 / 21,"$GNGSA,A,3,5,7,8,9,13,15,21,28,30,210,214,65,72,74,75,76,,,,,1.146,0.696,0.911*23::$GPGSV,6,3,22,28,45,139,22,30,69,61,35*41::$GPGSA,A,3,5,7,8,9,13,15,21,28,30,,,,,,,,,,,,1.146,0.696,0.911*3F::$BDGSV,6,6,22,205,17,125,,207,8,39,,210,32,51,27,214,33,155,32*5C::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.146,0.696,0.911*2C::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.146,0.696,0.911*2A::$GPRMC,164815.00,A,4809.8156,N,01133.4626,E,2.242,254.346,121118,,E,A*13::$GPGGA,164815.00,4809.8156,N,01133.4626,E,1,16,0.696,593.466,M,,M,0,*41::$GLGSV,6,5,22,75,86,84,34,76,42,215,20,82,6,324,17,83,8,11,*6E::$BDGSA,A,3,210,214,,,,,,,,,,,,,,,,,,,1.146,0.696,0.911*25",39014,2018-11-12 17:48:12:970
10.6494,32.8389,16.4434,-1.2081,9.229,3.0879,4.8464,2.6173,8.7487,2.9187,-0.0195,-1.4111,1,12.44,-33.75,-19.44,276.99,-58.46,17.26,5,62.192,48.16345,11.558114,629.83,NaN,4.27,19,0,16 / 21,"$GNGSA,A,3,5,7,8,9,13,15,21,28,30,210,214,65,72,74,75,76,,,,,1.146,0.696,0.911*23::$GPGSV,6,3,22,28,45,139,22,30,69,61,35*41::$GPGSA,A,3,5,7,8,9,13,15,21,28,30,,,,,,,,,,,,1.146,0.696,0.911*3F::$BDGSV,6,6,22,205,17,125,,207,8,39,,210,32,51,27,214,33,155,32*5C::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.146,0.696,0.911*2C::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.146,0.696,0.911*2A::$GPRMC,164815.00,A,4809.8156,N,01133.4626,E,2.242,254.346,121118,,E,A*13::$GPGGA,164815.00,4809.8156,N,01133.4626,E,1,16,0.696,593.466,M,,M,0,*41::$GLGSV,6,5,22,75,86,84,34,76,42,215,20,82,6,324,17,83,8,11,*6E::$BDGSA,A,3,210,214,,,,,,,,,,,,,,,,,,,1.146,0.696,0.911*25",39514,2018-11-12 17:48:13:470
