ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (m),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,GPS NMEA,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
1.743,15.1218,10.7835,0.2394,9.5018,2.4143,0.1724,0.7853,7.1275,4.1429,-0.1894,-0.8393,0,-3.69,-41.5,3.06,170.15,-67.02,10.76,5,53.001,48.163666,11.557442,582.65,NaN,0,4.9,262.28,15 / 20,"$GNGSA,A,3,5,7,8,13,15,28,30,207,210,214,65,72,74,75,76,,,,,,1.310,0.763,1.065*2D::$GPGSV,5,2,20,15,12,294,30,21,6,328,26,28,46,139,33,30,69,61,37*73::$GPGSA,A,3,5,7,8,13,15,28,30,,,,,,,,,,,,,,1.310,0.763,1.065*04::$BDGSV,5,5,20,205,17,125,,207,7,40,9,210,32,51,17,214,33,155,29*6F::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.310,0.763,1.065*2D::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.310,0.763,1.065*2B::$GPRMC,164920.00,A,4809.8008,N,01133.4291,E,1.485,179.827,121118,,E,A*18::$GPGGA,164920.00,4809.8008,N,01133.4291,E,1,15,0.763,572.072,M,,M,0,*42::$GLGSV,5,4,20,75,85,76,34,76,42,216,30,82,5,324,21,83,8,11,*64::$BDGSA,A,3,207,210,214,,,,,,,,,,,,,,,,,,1.310,0.763,1.065*11",104014,2018-11-12 17:49:17:970
6.3877,28.4623,17.085,0.0628,8.1932,5.3886,5.6446,25.5024,11.3708,-0.5828,0.3751,0.0648,0,-4.44,-41.44,1.5,208.26,-84.11,118.07,5,57.609,48.163666,11.557442,582.65,NaN,0,4.9,262.28,15 / 20,"$GNGSA,A,3,5,7,8,13,15,28,30,207,210,214,65,72,74,75,76,,,,,,1.310,0.763,1.065*2D::$GPGSV,5,2,20,15,12,294,30,21,6,328,26,28,46,139,33,30,69,61,37*73::$GPGSA,A,3,5,7,8,13,15,28,30,,,,,,,,,,,,,,1.310,0.763,1.065*04::$BDGSV,5,5,20,205,17,125,,207,7,40,9,210,32,51,17,214,33,155,29*6F::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.310,0.763,1.065*2D::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.310,0.763,1.065*2B::$GPRMC,164920.00,A,4809.8008,N,01133.4291,E,1.485,179.827,121118,,E,A*18::$GPGGA,164920.00,4809.8008,N,01133.4291,E,1,15,0.763,572.072,M,,M,0,*42::$GLGSV,5,4,20,75,85,76,34,76,42,216,30,82,5,324,21,83,8,11,*64::$BDGSA,A,3,207,210,214,,,,,,,,,,,,,,,,,,1.310,0.763,1.065*11",104514,2018-11-12 17:49:18:470
-0.8715,1.5897,0.3639,-1.0318,9.5912,1.7642,2.2479,1.7746,9.6016,-4.4654,1.3598,1.19,0,-1.12,-34.75,23,284.41,-68.49,143.21,5,51.616,48.163666,11.557442,582.65,NaN,0,4.9,262.28,15 / 20,"$GNGSA,A,3,5,7,8,13,15,28,30,207,210,214,65,72,74,75,76,,,,,,1.310,0.763,1.065*2D::$GPGSV,5,2,20,15,12,294,30,21,6,328,26,28,46,139,33,30,69,61,37*73::$GPGSA,A,3,5,7,8,13,15,28,30,,,,,,,,,,,,,,1.310,0.763,1.065*04::$BDGSV,5,5,20,205,17,125,,207,7,40,9,210,32,51,17,214,33,155,29*6F::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.310,0.763,1.065*2D::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.310,0.763,1.065*2B::$GPRMC,164920.00,A,4809.8008,N,01133.4291,E,1.485,179.827,121118,,E,A*18::$GPGGA,164920.00,4809.8008,N,01133.4291,E,1,15,0.763,572.072,M,,M,0,*42::$GLGSV,5,4,20,75,85,76,34,76,42,216,30,82,5,324,21,83,8,11,*64::$BDGSA,A,3,207,210,214,,,,,,,,,,,,,,,,,,1.310,0.763,1.065*11",105014,2018-11-12 17:49:18:970
0.747,3.6871,3.8882,-1.5076,9.6511,-0.8673,-0.2869,-11.4359,-1.5451,3.1166,0.1442,-0.8845,0,0.63,-34.5,21.31,181.86,-70.8,0.02,5,41.576,48.163666,11.557442,582.65,NaN,0,4.9,262.28,15 / 20,"$GNGSA,A,3,5,7,8,13,15,28,30,207,210,214,65,72,74,75,76,,,,,,1.310,0.763,1.065*2D::$GPGSV,5,2,20,15,12,294,30,21,6,328,26,28,46,139,34,30,69,61,37*74::$GPGSA,A,3,5,7,8,13,15,28,30,,,,,,,,,,,,,,1.310,0.763,1.065*04::$BDGSV,5,5,20,205,17,125,,207,7,40,8,210,32,51,16,214,33,155,29*6F::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.310,0.763,1.065*2D::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.310,0.763,1.065*2B::$GPRMC,164921.00,A,4809.8001,N,01133.4293,E,1.912,203.746,121118,,E,A*17::$GPGGA,164921.00,4809.8001,N,01133.4293,E,1,15,0.763,571.461,M,,M,0,*4D::$GLGSV,5,4,20,75,85,76,34,76,42,216,32,82,5,324,22,83,8,11,*65::$BDGSA,A,3,207,210,214,,,,,,,,,,,,,,,,,,1.310,0.763,1.065*11",105514,2018-11-12 17:49:19:470
4.4149,22.0458,10.41,-0.2711,9.3142,3.0565,1.5362,4.6504,1.7193,2.1539,-0.0635,-0.6011,0,-6.06,-40.56,3.25,160.55,-71.77,5.07,5,44.668,48.163666,11.557442,582.65,NaN,0,4.9,262.28,15 / 20,"$GNGSA,A,3,5,7,8,13,15,28,30,207,210,214,65,72,74,75,76,,,,,,1.310,0.763,1.065*2D::$GPGSV,5,2,20,15,12,294,30,21,6,328,26,28,46,139,34,30,69,61,37*74::$GPGSA,A,3,5,7,8,13,15,28,30,,,,,,,,,,,,,,1.310,0.763,1.065*04::$BDGSV,5,5,20,205,17,125,,207,7,40,8,210,32,51,16,214,33,155,29*6F::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.310,0.763,1.065*2D::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.310,0.763,1.065*2B::$GPRMC,164921.00,A,4809.8001,N,01133.4293,E,1.912,203.746,121118,,E,A*17::$GPGGA,164921.00,4809.8001,N,01133.4293,E,1,15,0.763,571.461,M,,M,0,*4D::$GLGSV,5,4,20,75,85,76,34,76,42,216,32,82,5,324,22,83,8,11,*65::$BDGSA,A,3,207,210,214,,,,,,,,,,,,,,,,,,1.310,0.763,1.065*11",106014,2018-11-12 17:49:19:970
1.6759,12.8425,4.8842,-0.066,9.3457,2.9704,2.2627,5.4917,2.6781,-0.5205,-0.4557,-0.7196,0,-3.69,-41.12,2.56,165.64,-72.36,1.27,5,43.093,48.163666,11.557442,582.65,NaN,0,4.9,262.28,15 / 20,"$GNGSA,A,3,5,7,8,13,15,28,30,207,210,214,65,72,74,75,76,,,,,,1.310,0.763,1.065*2D::$GPGSV,5,2,20,15,12,294,29,21,6,328,27,28,46,139,34,30,69,61,37*7D::$GPGSA,A,3,5,7,8,13,15,28,30,,,,,,,,,,,,,,1.310,0.763,1.065*04::$BDGSV,5,5,20,205,17,125,,207,7,40,8,210,32,51,17,214,33,155,30*66::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.310,0.763,1.065*2D::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.310,0.763,1.065*2B::$GPRMC,164922.00,A,4809.7994,N,01133.4293,E,1.475,190.046,121118,,E,A*1C::$GPGGA,164922.00,4809.7994,N,01133.4293,E,1,15,0.763,570.745,M,,M,0,*40::$GLGSV,5,4,20,75,85,76,34,76,42,216,31,82,5,324,24,83,8,11,*60::$BDGSA,A,3,207,210,214,,,,,,,,,,,,,,,,,,1.310,0.763,1.065*11",106514,2018-11-12 17:49:20:470
0.4022,11.6262,5.0853,-1.0448,9.7507,0.0456,-0.0829,3.4686,2.6119,-1.5259,0.281,-0.1539,0,-1.12,-37.81,15.25,249.13,-83.88,87.5,5,43.458,48.163666,11.557442,582.65,NaN,0,4.9,262.28,15 / 20,"$GNGSA,A,3,5,7,8,13,15,28,30,207,210,214,65,72,74,75,76,,,,,,1.310,0.763,1.065*2D::$GPGSV,6,3,21,30,69,61,40*70::$GPGSA,A,3,5,7,8,13,15,28,30,,,,,,,,,,,,,,1.310,0.763,1.065*04::$BDGSV,5,5,20,205,17,125,,207,7,40,8,210,32,51,17,214,33,155,30*66::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.310,0.763,1.065*2D::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.310,0.763,1.065*2B::$GPRMC,164922.00,A,4809.7994,N,01133.4293,E,1.475,190.046,121118,,E,A*1C::$GPGGA,164923.00,4809.7984,N,01133.4293,E,1,15,0.763,569.998,M,,M,0,*46::$GLGSV,6,5,21,75,85,76,35,76,42,216,30,82,5,324,24,83,8,11,*63::$BDGSA,A,3,207,210,214,,,,,,,,,,,,,,,,,,1.310,0.763,1.065*11",107015,2018-11-12 17:49:20:971
-0.2298,17.018,9.0597,-0.3535,9.6544,1.6842,0.53,-0.7304,0.228,-1.6396,0.226,0.1246,0,-2.56,-39.75,8.63,176.18,-79.89,11.85,5,40.294,48.163666,11.557442,582.65,NaN,0,4.9,262.28,15 / 20,"$GNGSA,A,3,5,7,8,13,15,28,30,207,210,214,65,72,74,75,76,,,,,,1.310,0.763,1.065*2D::$GPGSV,6,3,21,30,69,61,40*70::$GPGSA,A,3,5,7,8,13,15,28,30,,,,,,,,,,,,,,1.310,0.763,1.065*04::$BDGSV,6,6,21,205,17,125,,207,7,40,8,210,32,51,17,214,33,155,30*67::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.310,0.763,1.065*2D::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.310,0.763,1.065*2B::$GPRMC,164923.00,A,4809.7984,N,01133.4293,E,2.350,186.723,121118,,E,A*1C::$GPGGA,164923.00,4809.7984,N,01133.4293,E,1,15,0.763,569.998,M,,M,0,*46::$GLGSV,6,5,21,75,85,76,35,76,42,216,30,82,5,324,24,83,8,11,*63::$BDGSA,A,3,207,210,214,,,,,,,,,,,,,,,,,,1.310,0.763,1.065*11",107514,2018-11-12 17:49:21:470
1.0247,11.4539,-0.3065,-0.8971,9.7367,0.7496,1.3089,1.0898,-0.2495,-0.121,0.4985,-0.2688,0,-0.81,-38,13.19,214.53,-83.15,50.12,5,39.809,48.163666,11.557442,582.65,NaN,0,4.9,262.28,15 / 20,"$GNGSA,A,3,5,7,8,13,15,28,30,207,210,214,65,72,74,75,76,,,,,,1.310,0.763,1.065*2D::$GPGSV,6,3,21,30,69,61,40*70::$GPGSA,A,3,5,7,8,13,15,28,30,,,,,,,,,,,,,,1.310,0.763,1.065*04::$BDGSV,6,6,21,205,17,125,,207,7,40,8,210,32,51,17,214,33,155,30*67::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.310,0.763,1.065*2D::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.310,0.763,1.065*2B::$GPRMC,164923.00,A,4809.7984,N,01133.4293,E,2.350,186.723,121118,,E,A*1C::$GPGGA,164923.00,4809.7984,N,01133.4293,E,1,15,0.763,569.998,M,,M,0,*46::$GLGSV,6,5,21,75,85,76,35,76,42,216,30,82,5,324,24,83,8,11,*63::$BDGSA,A,3,207,210,214,,,,,,,,,,,,,,,,,,1.310,0.763,1.065*11",108014,2018-11-12 17:49:21:970
-1.0056,8.7628,1.0151,-0.5628,9.5842,1.9987,-0.3491,-1.3663,1.0805,-0.1552,-0.2114,-0.1344,0,-0.94,-38.87,8,184.3,-77.78,15.73,5,41.598,48.16329,11.557148,569.06,NaN,5.19,5.116622,205.8,15 / 20,"$GNGSA,A,3,5,7,8,13,15,28,30,207,210,214,65,72,74,75,76,,,,,,1.310,0.763,1.065*2D::$GPGSV,6,3,21,30,69,61,39*7E::$GPGSA,A,3,5,7,8,13,15,28,30,,,,,,,,,,,,,,1.310,0.763,1.065*04::$BDGSV,6,6,21,205,17,125,,207,7,40,10,210,32,51,17,214,33,155,29*56::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.310,0.763,1.065*2D::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.310,0.763,1.065*2B::$GPRMC,164924.00,A,4809.7973,N,01133.4289,E,2.802,205.796,121118,,E,A*12::$GPGGA,164924.00,4809.7973,N,01133.4289,E,1,15,0.763,569.057,M,,M,0,*48::$GLGSV,6,5,21,75,85,76,36,76,42,216,28,82,5,324,24,83,8,11,*69::$BDGSA,A,3,207,210,214,,,,,,,,,,,,,,,,,,1.310,0.763,1.065*11",108514,2018-11-12 17:49:22:470
-0.2777,7.8434,0.4501,-0.2042,9.552,2.2106,0.263,-1.589,-0.0727,-0.3189,0.0794,-0.2272,1,-0.37,-39.06,7.56,182.54,-76.92,5.28,5,39.555,48.16329,11.557148,569.06,NaN,5.19,5.116622,205.8,14 / 20,"$GNGSA,A,3,5,7,8,13,15,28,30,207,210,214,65,72,74,75,76,,,,,,1.310,0.763,1.065*2D::$GPGSV,6,3,21,30,69,61,39*7E::$GPGSA,A,3,5,7,8,13,15,28,30,,,,,,,,,,,,,,1.310,0.763,1.065*04::$BDGSV,6,6,21,205,17,125,,207,7,40,10,210,32,51,17,214,33,155,29*56::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.310,0.763,1.065*2D::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.310,0.763,1.065*2B::$GPRMC,164924.00,A,4809.7973,N,01133.4289,E,2.802,205.796,121118,,E,A*12::$GPGGA,164924.00,4809.7973,N,01133.4289,E,1,15,0.763,569.057,M,,M,0,*48::$GLGSV,6,5,21,75,85,76,36,76,42,216,28,82,5,324,24,83,8,11,*69::$BDGSA,A,3,207,210,214,,,,,,,,,,,,,,,,,,1.310,0.763,1.065*11",109014,2018-11-12 17:49:22:970
-2.1931,9.9982,3.0358,-0.7214,9.4199,2.6296,-0.3474,-2.4866,1.0086,-0.4765,0.171,-0.27,1,-2,-39.81,6.31,183.5,-78.28,26.37,5,40.896,48.16329,11.557148,569.06,NaN,5.19,5.116622,205.8,14 / 20,"$GNGSA,A,3,5,7,13,15,28,30,207,210,214,65,72,74,75,76,,,,,,,1.362,0.774,1.120*16::$GPGSV,6,3,21,30,69,61,38*7F::$GPGSA,A,3,5,7,13,15,28,30,,,,,,,,,,,,,,,1.362,0.774,1.120*3F::$BDGSV,6,6,21,205,17,125,,207,7,40,10,210,32,51,15,214,33,155,29*54::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.362,0.774,1.120*2E::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.362,0.774,1.120*28::$GPRMC,164925.00,A,4809.7962,N,01133.4288,E,2.519,194.426,121118,,E,A*16::$GPGGA,164925.00,4809.7962,N,01133.4288,E,1,14,0.774,568.456,M,,M,0,*4B::$GLGSV,6,5,21,75,85,76,36,76,43,216,27,82,5,324,21,83,8,11,*62::$BDGSA,A,3,207,210,214,,,,,,,,,,,,,,,,,,1.362,0.774,1.120*12",109514,2018-11-12 17:49:23:470
-1.5993,12.0285,2.3942,-0.3162,9.3619,2.9023,-0.076,-0.33,0.6574,0.1686,0.0049,-0.0318,2,-2.06,-39.69,5,176.96,-74.54,12.83,5,43.131,48.16329,11.557148,569.06,NaN,5.19,5.116622,205.8,14 / 20,"$GNGSA,A,3,5,7,13,15,28,30,207,210,214,65,72,74,75,76,,,,,,,1.362,0.774,1.120*16::$GPGSV,6,3,21,30,69,61,38*7F::$GPGSA,A,3,5,7,13,15,28,30,,,,,,,,,,,,,,,1.362,0.774,1.120*3F::$BDGSV,6,6,21,205,17,125,,207,7,40,10,210,32,51,15,214,33,155,29*54::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.362,0.774,1.120*2E::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.362,0.774,1.120*28::$GPRMC,164925.00,A,4809.7962,N,01133.4288,E,2.519,194.426,121118,,E,A*16::$GPGGA,164925.00,4809.7962,N,01133.4288,E,1,14,0.774,568.456,M,,M,0,*4B::$GLGSV,6,5,21,75,85,76,36,76,43,216,27,82,5,324,21,83,8,11,*62::$BDGSA,A,3,207,210,214,,,,,,,,,,,,,,,,,,1.362,0.774,1.120*12",110014,2018-11-12 17:49:23:970
-0.4118,10.5345,1.8962,-1.0457,9.3663,2.7108,-0.5331,1.3621,0.1036,0.5547,0.711,0.0464,2,1.38,-39.62,4.81,187.31,-70.74,14.83,5,39.497,48.16329,11.557148,569.06,NaN,5.19,5.116622,205.8,15 / 20,"$GNGSA,A,3,5,7,13,15,21,28,30,207,210,214,65,72,74,75,76,,,,,,1.279,0.738,1.045*14::$GPGSV,6,3,21,30,69,61,37*70::$GPGSA,A,3,5,7,13,15,21,28,30,,,,,,,,,,,,,,1.279,0.738,1.045*3D::$BDGSV,6,6,21,205,17,125,,207,7,40,8,210,32,51,16,214,33,155,29*6E::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.279,0.738,1.045*2F::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.279,0.738,1.045*29::$GPRMC,164926.00,A,4809.7955,N,01133.4290,E,2.016,182.441,121118,,E,A*14::$GPGGA,164926.00,4809.7955,N,01133.4290,E,1,15,0.738,567.952,M,,M,0,*4A::$GLGSV,6,5,21,75,85,75,35,76,43,216,33,82,5,324,23,83,8,11,*65::$BDGSA,A,3,207,210,214,,,,,,,,,,,,,,,,,,1.279,0.738,1.045*13",110514,2018-11-12 17:49:24:470
-1.0534,7.6998,2.0111,-0.5355,9.3808,2.8078,-0.1312,0.2395,-0.7092,-0.0648,-0.3604,-0.0806,3,-2.37,-40,4.81,176.74,-72.06,11.23,5,39.572,48.16329,11.557148,569.06,NaN,5.19,5.116622,205.8,15 / 20,"$GNGSA,A,3,5,7,13,15,21,28,30,207,210,214,65,72,74,75,76,,,,,,1.279,0.738,1.045*14::$GPGSV,6,3,21,30,69,61,37*70::$GPGSA,A,3,5,7,13,15,21,28,30,,,,,,,,,,,,,,1.279,0.738,1.045*3D::$BDGSV,6,6,21,205,17,125,,207,7,40,8,210,32,51,16,214,33,155,29*6E::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.279,0.738,1.045*2F::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.279,0.738,1.045*29::$GPRMC,164926.00,A,4809.7955,N,01133.4290,E,2.016,182.441,121118,,E,A*14::$GPGGA,164927.00,4809.7948,N,01133.4294,E,1,15,0.738,567.635,M,,M,0,*4D::$GLGSV,6,5,21,75,85,75,35,76,43,216,33,82,5,324,23,83,8,11,*65::$BDGSA,A,3,207,210,214,,,,,,,,,,,,,,,,,,1.279,0.738,1.045*13",111014,2018-11-12 17:49:24:970
-1.3312,9.1459,3.8211,-0.2429,9.3104,3.0701,1.0765,-0.7002,-1.8443,-0.0415,0.1442,-0.4325,3,-0.87,-39.75,4.06,173.77,-73.65,-9.2,5,40.198,48.16329,11.557148,569.06,NaN,5.19,5.116622,205.8,15 / 20,"$GNGSA,A,3,5,7,13,15,21,28,30,207,210,214,65,72,74,75,76,,,,,,1.279,0.738,1.045*14::$GPGSV,6,3,21,30,69,61,38*7F::$GPGSA,A,3,5,7,13,15,21,28,30,,,,,,,,,,,,,,1.279,0.738,1.045*3D::$BDGSV,6,6,21,205,17,125,,207,7,40,8,210,32,51,15,214,33,155,30*65::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.279,0.738,1.045*2F::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.279,0.738,1.045*29::$GPRMC,164927.00,A,4809.7948,N,01133.4294,E,2.519,178.712,121118,,E,A*17::$GPGGA,164927.00,4809.7948,N,01133.4294,E,1,15,0.738,567.635,M,,M,0,*4D::$GLGSV,6,5,21,75,85,75,35,76,43,216,34,82,5,324,21,83,8,11,*60::$BDGSA,A,3,207,210,214,,,,,,,,,,,,,,,,,,1.279,0.738,1.045*13",111514,2018-11-12 17:49:25:470
0.0192,7.4891,1.7813,-0.3146,9.3476,2.9483,-0.0874,-0.9531,2.406,-0.1014,-0.0415,0.1894,3,-3.62,-39.44,5.38,173.56,-74.96,22.24,5,41.051,48.16329,11.557148,569.06,NaN,5.19,5.116622,205.8,15 / 20,"$GNGSA,A,3,5,7,13,15,21,28,30,207,210,214,65,72,74,75,76,,,,,,1.279,0.738,1.045*14::$GPGSV,6,3,21,30,69,61,38*7F::$GPGSA,A,3,5,7,13,15,21,28,30,,,,,,,,,,,,,,1.279,0.738,1.045*3D::$BDGSV,6,6,21,205,17,125,,207,7,40,8,210,32,51,15,214,33,155,30*65::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.279,0.738,1.045*2F::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.279,0.738,1.045*29::$GPRMC,164927.00,A,4809.7948,N,01133.4294,E,2.519,178.712,121118,,E,A*17::$GPGGA,164928.00,4809.7942,N,01133.4299,E,1,15,0.738,567.374,M,,M,0,*45::$GLGSV,6,5,21,75,85,75,35,76,43,216,34,82,5,324,21,83,8,11,*60::$BDGSA,A,3,207,210,214,,,,,,,,,,,,,,,,,,1.279,0.738,1.045*13",112014,2018-11-12 17:49:25:970
1.1971,8.4755,2.2601,0.3083,9.3732,2.8665,1.2802,-0.6747,-0.356,0.1662,0.0819,-0.0037,3,-4.31,-39,4.69,166.16,-74.58,2.47,5,41.736,48.16329,11.557148,569.06,NaN,5.19,5.116622,205.8,15 / 20,"$GNGSA,A,3,5,7,13,15,21,28,30,207,210,214,65,72,74,75,76,,,,,,1.279,0.738,1.045*14::$GPGSV,6,3,21,30,69,61,39*7E::$GPGSA,A,3,5,7,13,15,21,28,30,,,,,,,,,,,,,,1.279,0.738,1.045*3D::$BDGSV,6,6,21,205,17,125,,207,7,40,8,210,31,51,15,214,33,155,32*64::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.279,0.738,1.045*2F::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.279,0.738,1.045*29::$GPRMC,164928.00,A,4809.7942,N,01133.4299,E,1.740,164.235,121118,,E,A*1F::$GPGGA,164928.00,4809.7942,N,01133.4299,E,1,15,0.738,567.374,M,,M,0,*45::$GLGSV,6,5,21,75,85,75,34,76,43,216,34,82,5,324,24,83,8,11,*64::$BDGSA,A,3,207,210,214,,,,,,,,,,,,,,,,,,1.279,0.738,1.045*13",112514,2018-11-12 17:49:26:470
-1.7238,12.0189,2.7102,-0.5952,9.4444,2.5725,-1.3857,1.8429,-1.3761,0.7856,0.8638,-0.0232,3,-0.56,-39.69,4.06,177.96,-71.33,5.75,5,43.351,48.16329,11.557148,569.06,NaN,5.19,5.116622,205.8,15 / 20,"$GNGSA,A,3,5,7,13,15,21,28,30,207,210,214,65,72,74,75,76,,,,,,1.279,0.738,1.045*14::$GPGSV,6,3,21,30,69,61,39*7E::$GPGSA,A,3,5,7,13,15,21,28,30,,,,,,,,,,,,,,1.279,0.738,1.045*3D::$BDGSV,6,6,21,205,17,125,,207,7,40,8,210,31,51,15,214,33,155,31*67::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.279,0.738,1.045*2F::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.279,0.738,1.045*29::$GPRMC,164928.00,A,4809.7942,N,01133.4299,E,1.740,164.235,121118,,E,A*1F::$GPGGA,164929.00,4809.7937,N,01133.4302,E,1,15,0.738,567.148,M,,M,0,*48::$GLGSV,6,5,21,75,85,75,34,76,43,216,35,82,5,324,25,83,8,11,*64::$BDGSA,A,3,207,210,214,,,,,,,,,,,,,,,,,,1.279,0.738,1.045*13",113015,2018-11-12 17:49:26:971
-0.7087,11.5879,2.8539,-0.2583,9.2738,3.1779,0.2975,1.3467,-0.8145,0.1136,-0.16,-0.1576,3,-3.44,-39.62,1.69,168.63,-70.96,-0.11,5,40.756,48.16329,11.557148,569.06,NaN,5.19,5.116622,205.8,15 / 20,"$GNGSA,A,3,5,7,13,15,21,28,30,207,210,214,65,72,74,75,76,,,,,,1.279,0.738,1.045*14::$GPGSV,6,3,21,30,69,61,39*7E::$GPGSA,A,3,5,7,13,15,21,28,30,,,,,,,,,,,,,,1.279,0.738,1.045*3D::$BDGSV,6,6,21,205,17,125,,207,7,40,8,210,31,51,15,214,33,155,31*67::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.279,0.738,1.045*2F::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.279,0.738,1.045*29::$GPRMC,164929.00,A,4809.7937,N,01133.4302,E,1.670,174.203,121118,,E,A*19::$GPGGA,164929.00,4809.7937,N,01133.4302,E,1,15,0.738,567.148,M,,M,0,*48::$GLGSV,6,5,21,75,85,75,34,76,43,216,35,82,5,324,25,83,8,11,*64::$BDGSA,A,3,207,210,214,,,,,,,,,,,,,,,,,,1.279,0.738,1.045*13",113514,2018-11-12 17:49:27:470
-1.0726,9.4619,3.9935,-0.5986,9.3394,2.9303,0.2652,0.9281,-0.0374,0.3433,0.2896,0.0342,3,-1.19,-40.19,2.88,176.83,-71.58,2.64,5,39.983,48.16329,11.557148,569.06,NaN,5.19,5.116622,205.8,15 / 20,"$GNGSA,A,3,5,7,13,15,21,28,30,207,210,214,65,72,74,75,76,,,,,,1.279,0.738,1.045*14::$GPGSV,6,3,21,30,69,61,39*7E::$GPGSA,A,3,5,7,13,15,21,28,30,,,,,,,,,,,,,,1.279,0.738,1.045*3D::$BDGSV,6,6,21,205,17,125,,207,7,40,8,210,31,51,15,214,33,155,31*67::$QZGSA,A,3,,,,,,,,,,,,,,,,,,,,,1.279,0.738,1.045*2F::$GLGSA,A,3,65,72,74,75,76,,,,,,,,,,,,,,,,1.279,0.738,1.045*29::$GPRMC,164929.00,A,4809.7937,N,01133.4302,E,1.670,174.203,121118,,E,A*19::$GPGGA,164929.00,4809.7937,N,01133.4302,E,1,15,0.738,567.148,M,,M,0,*48::$GLGSV,6,5,21,75,85,75,34,76,43,216,35,82,5,324,25,83,8,11,*64::$BDGSA,A,3,207,210,214,,,,,,,,,,,,,,,,,,1.279,0.738,1.045*13",114014,2018-11-12 17:49:27:970
